,price,wheelbase,curbweight,enginesize,boreratio,horsepower,fueleconomy,carlength,carwidth,fueltype_gas,aspiration_turbo,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,company_price_medium,company_price_high
173,8948,102.4,2326,122,3.31,92,31.25,175.6,66.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
174,10698,102.4,2480,110,3.27,73,31.35,175.6,66.5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
175,9988,102.4,2414,122,3.31,92,29.25,175.6,66.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
176,10898,102.4,2414,122,3.31,92,29.25,175.6,66.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
177,11248,102.4,2458,122,3.31,92,29.25,175.6,66.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
178,16558,102.9,2976,171,3.27,161,21.8,183.5,67.7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
179,15998,102.9,3016,171,3.27,161,21.25,183.5,67.7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
180,15690,104.5,3131,171,3.27,156,21.8,187.8,66.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,15750,104.5,3151,161,3.27,156,21.25,187.8,66.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,7775,97.3,2261,97,3.01,52,41.05,171.7,65.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
183,7975,97.3,2209,109,3.19,85,30.150000000000002,171.7,65.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
184,7995,97.3,2264,97,3.01,52,41.05,171.7,65.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
185,8195,97.3,2212,109,3.19,85,30.150000000000002,171.7,65.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
186,8495,97.3,2275,109,3.19,85,30.150000000000002,171.7,65.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
187,9495,97.3,2319,97,3.01,68,39.25,171.7,65.5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
188,9995,97.3,2300,109,3.19,100,28.700000000000003,171.7,65.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
189,11595,94.5,2254,109,3.19,90,26.25,159.3,64.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
190,9980,94.5,2221,109,3.19,90,26.25,165.7,64.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
191,13295,100.4,2661,136,3.19,110,21.25,180.2,66.9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
192,13845,100.4,2579,97,3.01,68,35.25,180.2,66.9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
193,12290,100.4,2563,109,3.19,88,27.700000000000003,183.1,66.9,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
194,12940,104.3,2912,141,3.78,114,25.25,188.8,67.2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
195,13415,104.3,3034,141,3.78,114,25.25,188.8,67.2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
196,15985,104.3,2935,141,3.78,114,25.8,188.8,67.2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
197,16515,104.3,3042,141,3.78,114,25.8,188.8,67.2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
198,18420,104.3,3045,130,3.62,162,19.25,188.8,67.2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
199,18950,104.3,3157,130,3.62,162,19.25,188.8,67.2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
200,16845,109.1,2952,141,3.78,114,25.25,188.8,68.9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
201,19045,109.1,3049,141,3.78,160,21.700000000000003,188.8,68.8,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
202,21485,109.1,3012,173,3.58,134,20.25,188.8,68.9,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
203,22470,109.1,3217,145,3.01,106,26.450000000000003,188.8,68.9,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
204,22625,109.1,3062,141,3.78,114,21.700000000000003,188.8,68.9,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
